x	error	n	n_error	u	u_error	Events
7.44	2.01	79.78	1.95	-5.24	6.9	0.0
6.06	2.07	78.22	2.17	-8.9	7.56	0.0
4.73	1.59	77.64	1.62	-11.09	5.77	0.0
6.68	1.38	78.13	1.43	-8.97	4.88	0.0
4.8	1.94	78.18	1.99	-10.23	6.97	0.0
6.84	1.8	79.17	1.86	-10.08	6.59	0.0
6.39	1.74	79.67	1.82	-9.45	6.42	0.0
6.47	1.8	80.02	1.83	-11.02	6.47	0.0
7.12	1.82	79.72	1.91	-8.32	6.73	0.0
6.91	1.86	79.2	1.94	-7.66	6.92	0.0
7.33	1.72	78.86	1.8	-6.96	6.39	0.0
8.87	2.95	80.09	3.16	3.38	11.53	0.0
6.18	2.48	80.24	2.65	-9.83	9.63	0.0
6.13	1.4	78.56	1.48	-12.73	5.23	0.0
7.08	1.69	79.17	1.82	-15.94	6.44	0.0
5.77	1.78	78.44	1.9	-11.81	6.76	0.0
6.31	1.69	79.81	1.8	-10.09	6.39	0.0
3.35	1.69	79.06	1.8	-6.43	6.38	0.0
3.48	1.98	80.57	2.1	-8.66	7.57	0.0
7.67	2.51	77.7	2.7	-7.06	9.8	0.0
9.24	2.2	79.63	2.37	-3.36	8.76	0.0
7.21	2.4	79.65	2.56	-7.37	9.27	0.0
7.61	2.03	77.63	2.16	-8.83	7.73	0.0
6.36	1.99	79.52	2.11	-1.03	7.66	0.0
6.89	2.01	80.47	2.13	-10.9	7.7	0.0
5.78	1.81	80.18	1.93	-6.74	6.94	0.0
5.31	1.78	78.59	1.87	-5.59	6.77	0.0
3.44	2.52	82.77	2.69	-5.14	9.79	0.0
8.75	2.42	79.54	2.57	-0.87	9.35	0.0
6.43	1.78	79.85	1.92	1.13	6.79	0.0
5.23	2.13	78.62	2.28	-6.5	8.16	0.0
5.99	1.93	80.66	2.08	-15.05	7.4	0.0
4.48	2.09	80.35	2.24	-14.65	8.08	0.0
2.63	1.92	81.08	2.07	-4.68	7.43	0.0
5.32	1.83	80.53	1.98	-4.68	7.12	0.0
4.06	2.24	80.22	2.36	-7.19	8.46	0.0
6.45	1.77	80.52	1.93	-0.68	6.89	0.0
5.99	1.89	81.83	2.06	-1.5	7.49	0.0
5.93	2.03	80.88	2.2	-6.44	7.91	0.0
5.73	1.86	80.35	2.01	-5.83	7.21	0.0
5.19	1.72	81.56	1.86	-4.6	6.71	0.0
4.57	1.49	82.33	1.58	-2.25	5.6	0.0
4.87	2.51	82.15	2.61	-7.74	9.38	0.0
5.49	1.9	82.34	2.06	-10.29	7.56	0.0
2.75	2.02	83.17	2.21	-10.9	8.11	0.0
3.58	2.15	81.57	2.19	0.85	7.74	0.0
4.96	1.77	81.46	1.92	-7.75	6.9	0.0
5.04	1.93	81.35	1.98	-7.62	7.08	0.0
5.83	2.13	81.12	2.2	-13.7	7.93	0.0
5.38	1.78	82.87	1.91	-7.2	6.95	0.0
3.61	1.94	80.98	2.02	-8.65	7.31	0.0
4.22	1.85	80.95	1.94	-7.82	7.13	0.0
6.7	1.89	83.16	1.97	-7.79	7.15	0.0
5.08	1.4	81.82	1.43	-6.09	5.09	0.0
5.65	1.57	84.06	1.64	-6.13	5.91	0.0
4.7	2.1	82.85	2.15	-5.82	7.85	0.0
4.96	1.99	82.89	2.12	-0.16	7.72	0.0
5.67	2.25	82.84	2.43	-2.15	8.84	0.0
4.04	1.82	82.91	1.91	0.91	6.83	0.0
4.13	2.16	84.12	2.22	-3.8	8.07	0.0
7.21	2.15	84.54	2.23	-0.59	8.06	0.0
4.63	1.31	83.36	1.36	-7.96	4.86	0.0
6.39	1.78	83.75	1.86	-7.81	6.86	0.0
5.77	1.98	83.79	2.02	-4.02	7.24	0.0
5.12	2.09	84.76	2.09	-8.5	7.36	0.0
5.69	2.19	85.83	2.25	-1.68	8.15	0.0
4.8	2.43	84.89	2.63	-12.5	9.52	0.0
4.14	2.04	85.78	2.17	-2.46	7.92	0.0
3.82	1.93	82.1	2.11	-10.8	7.81	0.0
6.32	1.71	84.35	1.9	-3.69	6.93	0.0
6.19	1.77	82.96	1.93	-8.5	6.9	0.0
6.1	1.94	83.79	2.12	-7.89	7.69	0.0
5.83	2.3	83.92	2.37	-7.04	8.39	0.0
9.15	2.59	83.95	2.7	-0.19	9.87	0.0
2.24	2.59	87.56	2.76	-14.11	9.81	0.0
7.48	2.63	87.03	2.82	-7.79	10.23	0.0
7.11	2.57	85.23	2.72	-3.29	9.92	0.0
4.62	2.58	84.45	2.75	-9.38	10.0	0.0
7.24	2.06	86.1	2.14	-10.93	7.54	0.0
8.08	2.07	85.21	2.13	-13.96	7.67	0.0
7.44	1.88	85.36	2.02	-10.5	7.18	0.0
5.58	2.19	82.4	2.4	-9.23	8.72	0.0
5.58	1.84	83.5	2.0	-4.77	7.17	0.0
5.1	1.88	85.99	2.06	-5.21	7.4	0.0
5.18	1.89	86.16	2.07	-7.07	7.46	0.0
5.95	2.03	86.05	2.15	-10.84	7.7	0.0
7.37	1.9	86.37	2.06	-12.18	7.39	0.0
5.77	1.75	85.67	1.88	-10.69	6.83	0.0
5.06	1.72	86.13	1.82	-8.32	6.56	0.0
5.88	1.64	85.8	1.74	-7.18	6.3	0.0
6.09	1.75	84.86	1.87	-11.03	6.68	0.0
5.89	1.86	86.53	1.94	-7.68	6.99	0.0
4.87	2.02	86.88	2.01	-8.23	6.93	0.0
4.74	1.8	85.42	1.92	-6.22	6.93	0.0
5.02	2.08	85.61	2.2	-5.17	7.95	0.0
5.94	2.09	86.73	2.17	-12.24	7.81	0.0
5.63	1.87	86.7	1.92	-6.61	6.98	0.0
5.17	1.74	86.26	1.79	-9.99	6.47	0.0
4.02	1.98	85.92	1.95	-12.01	7.03	0.0
7.32	2.33	85.26	2.39	-11.19	8.78	0.0
5.73	2.05	87.67	2.09	-7.99	7.57	0.0
4.64	1.8	87.19	1.8	-9.23	6.51	0.0
4.68	2.33	88.13	2.29	-8.14	8.46	0.0
5.79	1.68	88.39	1.69	-2.35	6.04	0.0
6.73	1.43	87.64	1.38	-7.42	4.9	0.0
5.12	2.08	86.46	2.09	-9.81	7.72	0.0
4.45	2.22	88.13	2.23	-5.28	8.24	0.0
5.73	2.21	86.69	2.22	-8.39	8.17	0.0
6.53	1.99	86.23	1.94	-11.72	6.96	0.0
6.41	1.41	87.73	1.39	-7.42	4.98	0.0
6.13	1.57	87.51	1.52	-6.22	5.43	0.0
4.58	2.27	87.2	2.21	-6.13	7.93	0.0
5.66	2.32	86.54	2.34	-9.82	8.38	0.0
5.0	2.09	86.85	2.04	-7.93	7.25	0.0
5.84	2.08	87.71	2.02	-11.55	7.21	0.0
5.27	1.87	87.12	1.9	-14.56	6.8	0.0
5.8	1.92	87.98	1.94	-4.36	6.96	0.0
4.91	2.23	87.68	2.17	-7.88	7.77	0.0
4.79	2.48	88.08	2.44	-3.41	8.69	0.0
5.53	2.51	88.47	2.49	-11.11	8.94	0.0
5.73	2.02	89.9	2.05	-11.94	7.32	0.0
6.76	2.44	90.51	2.45	-21.12	8.92	0.0
4.36	2.26	89.36	2.27	-16.3	8.38	0.0
3.98	2.1	88.33	2.11	-10.14	7.69	0.0
4.32	2.15	87.36	2.18	-8.73	7.91	0.0
4.21	2.19	88.49	2.14	-6.96	7.76	0.0
3.48	2.14	88.69	2.17	-12.21	7.92	0.0
3.26	1.82	87.85	1.83	-8.82	6.63	0.0
3.99	1.98	88.99	2.01	-7.05	7.28	0.0
3.65	2.12	88.38	2.09	-13.4	7.53	0.0
3.54	1.85	88.14	1.86	-13.07	6.81	0.0
2.87	2.06	88.61	2.08	-10.24	7.54	0.0
2.2	2.41	88.53	2.37	-9.02	8.61	0.0
4.16	2.41	88.22	2.42	-7.65	8.77	0.0
5.8	1.92	89.06	1.88	-12.97	6.83	0.0
4.0	2.5	91.08	2.49	-12.76	9.22	0.0
3.62	1.93	89.69	1.92	-7.83	6.93	0.0
4.36	1.39	89.8	1.36	-2.45	4.81	0.0
3.25	2.28	90.79	2.22	-3.24	8.11	0.0
3.54	2.07	91.11	1.99	-5.82	7.14	0.0
4.19	1.74	90.84	1.75	-8.13	6.22	0.0
3.78	1.97	89.9	1.84	-7.85	6.52	0.0
4.5	1.98	91.32	1.88	-5.81	6.71	0.0
4.25	2.16	91.76	2.11	-9.8	7.65	0.0
4.61	1.96	90.51	1.98	-9.82	7.05	0.0
3.48	1.84	90.18	1.75	-10.17	6.22	0.0
4.27	1.7	89.78	1.72	-8.14	6.1	0.0
5.42	1.98	92.36	1.91	-1.8	6.76	0.0
6.29	2.16	91.02	2.2	-3.11	7.84	0.0
7.45	2.66	91.49	2.66	2.05	9.56	0.0
5.84	1.98	91.96	2.0	-4.45	7.03	0.0
5.79	1.79	89.53	1.77	-5.95	6.27	0.0
8.37	2.74	89.62	2.75	-8.46	9.86	0.0
5.46	2.29	90.92	2.29	-3.42	8.11	0.0
2.4	2.4	89.46	2.46	-3.98	8.9	0.0
4.6	1.86	91.17	1.91	-9.79	6.77	0.0
5.11	1.76	89.89	1.8	-8.17	6.34	0.0
4.51	2.51	92.24	2.56	-9.62	9.05	0.0
6.39	1.69	90.56	1.73	-4.62	5.99	0.0
5.73	2.13	90.55	2.19	-8.22	7.75	0.0
5.95	1.85	90.99	1.93	-8.3	6.75	0.0
4.37	1.58	90.5	1.64	-8.77	5.7	0.0
4.98	1.71	91.7	1.76	-7.62	6.17	0.0
4.62	1.65	91.64	1.68	-6.93	5.88	0.0
4.69	1.68	91.37	1.73	-3.09	6.08	0.0
6.09	2.39	91.5	2.39	-8.32	8.47	0.0
4.96	2.03	92.42	2.12	-13.74	7.46	0.0
4.57	1.39	91.86	1.38	-9.09	4.75	0.0
4.38	1.91	91.49	1.85	-12.13	6.27	0.0
4.37	1.98	91.15	1.91	-11.42	6.53	0.0
5.9	2.29	92.39	2.23	-6.25	7.8	0.0
5.94	2.05	91.65	2.06	-7.21	7.32	0.0
5.38	2.18	92.97	2.17	-6.44	7.54	0.0
5.25	2.19	91.81	2.1	-16.2	7.29	0.0
3.23	2.38	90.85	2.38	-14.51	8.41	0.0
3.86	1.88	92.53	1.9	-9.17	6.67	0.0
4.64	2.46	92.77	2.4	-2.84	8.47	0.0
6.3	1.8	92.66	1.82	-5.89	6.35	0.0
5.3	1.49	92.68	1.48	-12.28	5.1	0.0
3.87	2.09	92.99	2.0	-9.35	6.84	0.0
3.67	1.69	92.88	1.7	-11.77	5.88	0.0
2.99	2.06	93.45	1.96	-7.58	6.84	0.0
3.72	2.54	95.93	2.46	-10.48	8.8	0.0
6.08	2.57	94.85	2.61	-8.89	9.38	0.0
4.48	2.3	92.97	2.27	-10.7	7.89	0.0
4.25	2.08	93.88	2.05	-8.14	7.14	0.0
2.53	2.16	92.19	2.21	-7.84	7.87	0.0
3.94	2.26	93.22	2.32	-5.65	8.39	0.0
-1.54	1.83	94.05	1.88	-4.94	6.54	0.0
2.81	3.1	92.86	3.2	-2.46	11.87	0.0
3.57	2.8	96.38	2.9	-14.94	10.51	0.0
2.36	1.43	94.22	1.46	-10.13	5.01	0.0
3.48	2.17	92.31	2.1	-8.73	7.35	0.0
2.18	1.93	92.92	1.96	-0.62	6.94	0.0
0.95	2.26	93.8	2.32	-2.98	8.34	0.0
2.64	2.15	92.65	2.14	-6.9	7.5	0.0
2.33	2.14	91.85	2.15	-7.41	7.53	0.0
1.89	2.22	94.45	2.17	-1.89	7.66	0.0
3.19	1.86	92.55	1.96	-12.24	6.79	0.0
2.59	2.01	92.95	2.09	-6.36	7.46	0.0
1.94	1.26	91.85	1.28	-10.81	4.4	0.0
2.1	1.68	92.9	1.75	-7.22	6.2	0.0
2.07	1.96	93.47	2.04	-5.16	7.21	0.0
3.44	2.49	92.02	2.44	-6.45	8.66	0.0
1.85	2.79	92.6	2.93	-19.27	10.64	0.0
2.17	2.21	93.13	2.28	-6.32	8.06	0.0
2.3	1.76	93.71	1.66	-4.66	5.79	0.0
2.67	1.96	93.25	2.01	-3.62	7.19	0.0
2.7	2.52	94.56	2.6	-5.17	9.37	0.0
1.62	1.98	94.03	1.95	-4.82	6.85	0.0
4.16	1.81	95.77	1.9	-10.21	6.79	0.0
1.91	1.77	91.47	1.85	-10.02	6.57	0.0
3.12	1.74	95.29	1.81	-0.62	6.35	0.0
3.41	2.11	94.23	2.22	-0.31	7.98	0.0
3.98	2.13	96.06	2.28	-3.55	8.06	0.0
2.66	1.53	94.69	1.62	-7.83	5.72	0.0
2.29	2.04	94.33	2.18	-8.36	7.75	0.0
1.14	1.74	94.25	1.83	-9.34	6.49	0.0
0.86	1.92	93.02	1.96	-6.42	7.0	0.0
0.55	1.77	94.31	1.78	-12.22	6.25	0.0
1.44	1.99	94.35	2.06	-3.48	7.36	0.0
2.06	1.94	93.91	2.01	-8.4	7.2	0.0
0.26	2.18	92.91	2.29	-5.02	8.09	0.0
2.23	1.62	95.63	1.55	-5.36	5.15	0.0
2.67	1.84	94.98	1.94	-6.98	6.85	0.0
1.48	2.23	94.97	2.37	-9.84	8.36	0.0
0.1	2.47	96.13	2.67	-4.68	9.72	0.0
1.53	1.68	94.84	1.8	-4.9	6.35	0.0
1.0	1.55	95.62	1.65	-3.81	5.72	0.0
1.8	1.66	96.16	1.77	-3.14	6.19	0.0
1.2	2.72	98.52	2.91	-1.18	10.54	0.0
-3.68	3.62	96.17	3.83	0.18	13.96	0.0
3.3	2.07	96.9	2.13	3.15	7.43	0.0
1.97	2.17	94.43	2.06	-3.83	7.06	0.0
1.64	1.72	95.47	1.81	-2.72	6.34	0.0
1.66	2.45	95.46	2.47	-5.84	8.49	0.0
0.68	1.66	96.39	1.75	-5.35	6.11	0.0
-0.22	1.77	94.97	1.85	-7.83	6.44	0.0
-0.61	1.81	95.45	1.92	-5.38	6.73	0.0
1.33	1.67	97.32	1.78	-2.68	6.15	0.0
3.03	2.59	94.03	2.78	2.17	9.74	0.0
2.63	3.4	95.63	3.68	-4.65	13.23	0.0
-0.15	2.61	96.26	2.8	-13.0	9.95	0.0
0.49	2.26	95.55	2.43	-6.54	8.67	0.0
2.04	2.16	96.5	2.31	-3.32	8.14	0.0
1.78	2.73	95.68	2.67	-13.75	9.52	0.0
2.29	1.87	97.05	1.83	-7.2	6.35	0.0
2.26	2.21	94.9	2.38	2.1	8.4	0.0
1.81	2.15	97.19	2.31	-1.37	8.07	0.0
0.05	2.45	97.13	2.49	0.64	8.78	0.0
-1.19	2.93	96.74	3.21	6.69	11.32	0.0
1.67	2.69	97.17	2.72	-2.01	9.57	0.0
-0.12	2.2	97.68	2.4	-5.64	8.55	0.0
1.44	2.19	96.88	2.32	-7.89	8.23	0.0
1.06	2.15	96.74	2.16	-7.92	7.45	0.0
1.29	1.94	96.21	2.07	-3.4	7.34	0.0
2.13	2.37	96.55	2.37	-10.45	8.4	0.0
2.53	1.96	97.41	2.03	-4.66	7.2	0.0
1.89	1.73	97.43	1.85	-1.23	6.6	0.0
1.74	2.54	96.4	2.62	13.02	11.27	0.0
0.13	2.86	99.4	2.97	3.06	12.14	0.0
0.7	2.19	97.12	2.19	7.03	8.97	0.0
1.43	2.21	98.39	2.17	1.09	9.03	0.0
-0.84	2.29	97.83	2.3	2.37	9.72	0.0
-0.44	2.21	97.78	2.21	-0.17	9.1	0.0
-0.75	2.23	98.38	2.25	2.58	9.49	0.0
0.57	2.32	96.9	2.36	3.25	9.84	0.0
-0.23	2.11	96.4	2.21	-4.78	8.02	0.0
-0.48	2.06	97.92	1.95	-5.19	6.99	0.0
1.59	2.1	97.26	2.18	-6.27	7.88	0.0
1.85	2.28	97.87	2.36	-5.51	8.62	0.0
-0.95	3.35	99.55	3.36	-5.27	12.49	0.0
-0.94	4.02	95.17	4.09	-7.56	15.31	0.0
-0.72	2.79	98.82	2.73	-4.13	9.92	0.0
0.2	2.22	98.8	2.2	-4.27	7.82	0.0
-0.01	2.09	97.32	2.05	-2.99	7.32	0.0
0.04	1.82	98.17	1.86	1.3	6.76	0.0
-0.48	2.05	97.49	2.0	1.83	7.25	0.0
-0.02	2.01	99.38	2.05	-2.73	7.52	0.0
1.08	1.81	99.81	1.84	-1.75	6.63	0.0
-0.29	2.33	96.79	2.36	-0.92	8.68	0.0
-1.67	3.04	98.33	3.08	8.23	11.41	0.0
1.13	2.57	99.03	2.64	7.1	9.72	0.0
0.94	3.03	99.91	3.15	-1.67	11.72	0.0
1.92	2.34	100.3	2.41	-11.01	8.72	0.0
0.45	1.97	100.13	1.9	-10.39	6.74	0.0
0.85	2.07	99.05	2.01	-5.98	7.08	0.0
2.15	1.49	101.07	1.49	0.68	5.29	0.0
1.25	2.01	100.62	2.06	-4.34	7.41	0.0
-0.42	1.84	99.87	1.91	-4.16	6.79	0.0
-1.17	2.3	100.9	2.18	-4.45	7.68	0.0
-0.03	2.35	98.97	2.41	-2.44	8.59	0.0
-1.98	1.95	99.97	2.06	-9.95	7.45	0.0
0.5	3.56	100.61	3.7	-7.01	13.38	0.0
-1.32	1.97	101.42	2.1	-5.26	7.58	0.0
-2.93	1.67	99.18	1.78	-7.69	6.36	0.0
-2.43	1.93	98.69	2.07	-7.04	7.49	0.0
-1.82	2.06	99.58	2.18	-11.76	7.7	0.0
0.68	1.83	100.12	1.97	-2.69	7.03	0.0
-1.29	1.65	99.47	1.78	-5.98	6.37	0.0
-0.28	1.97	101.19	2.14	-9.68	7.62	0.0
-0.85	2.05	101.28	2.22	-3.79	7.84	0.0
-0.33	1.98	100.95	2.02	-9.58	7.22	0.0
-0.85	1.9	99.94	2.08	-5.63	7.47	0.0
-0.79	1.74	101.35	1.91	-1.88	6.83	0.0
-0.18	2.18	100.92	2.4	-12.23	8.64	0.0
-0.21	2.53	100.77	2.77	1.31	10.14	0.0
-1.84	2.25	101.08	2.49	2.32	9.01	0.0
-1.28	2.01	101.8	2.22	-5.73	7.94	0.0
-0.42	2.09	101.77	2.27	-7.78	8.22	0.0
-0.16	2.14	102.02	2.31	-2.1	8.0	0.0
-1.94	1.8	101.33	1.92	-6.29	6.95	0.0
-1.81	2.04	100.69	2.16	-6.31	7.9	0.0
-0.53	1.87	100.85	2.06	-5.64	7.39	0.0
-1.18	1.78	101.04	1.9	-6.94	6.72	0.0
-1.51	2.21	101.16	2.38	-6.23	8.63	0.0
-0.99	2.79	99.12	3.03	-5.56	11.09	0.0
0.48	2.7	102.28	2.95	1.1	10.68	0.0
-3.0	2.15	100.8	2.34	-9.7	8.42	0.0
-1.39	2.03	101.88	2.18	-17.61	7.92	0.0
-1.25	1.61	102.68	1.74	-9.78	6.28	0.0
-4.45	2.4	102.36	2.6	1.45	9.28	0.0
-2.84	2.06	101.37	2.25	-6.82	7.96	0.0
-1.71	1.93	102.63	2.11	-11.59	7.6	0.0
-1.69	2.23	103.18	2.45	-9.63	8.85	0.0
-2.57	2.53	102.84	2.76	-0.75	9.91	0.0
-1.56	2.78	101.17	3.04	5.69	11.07	0.0
-1.83	1.69	102.6	1.83	-4.92	6.45	0.0
-3.31	1.57	100.73	1.7	-8.47	5.93	0.0
-1.4	1.59	102.6	1.74	-7.89	6.18	0.0
-2.24	1.86	104.02	2.06	-3.53	7.29	0.0
-1.56	1.86	102.5	2.06	-8.94	7.32	0.0
-1.4	1.84	103.24	2.0	-7.55	7.14	0.0
-2.97	1.58	102.72	1.66	-9.9	5.92	0.0
-2.37	1.54	103.25	1.66	-9.69	5.81	0.0
-2.39	1.55	102.27	1.67	-11.61	5.93	0.0
-2.29	1.67	102.78	1.8	-8.99	6.3	0.0
-1.91	2.28	105.88	2.49	-1.9	8.87	0.0
-1.53	1.87	105.03	2.04	-7.14	7.16	0.0
-2.93	1.65	102.91	1.79	-4.37	6.17	0.0
-2.9	1.54	103.78	1.67	-6.42	5.83	0.0
-1.43	1.6	103.28	1.76	-9.78	6.12	0.0
-1.79	1.5	103.62	1.64	-8.11	5.71	0.0
-3.26	1.53	103.55	1.67	-6.53	5.71	0.0
-1.06	1.59	104.02	1.74	-7.58	6.03	0.0
-1.83	1.63	104.18	1.8	-2.92	6.31	0.0
-1.16	2.02	102.38	2.25	-0.78	7.94	0.0
-1.5	2.16	104.14	2.4	-1.21	8.52	0.0
-1.07	2.01	103.34	2.21	-7.25	7.82	0.0
-1.56	2.06	104.55	2.3	-1.44	8.13	0.0
-1.13	1.59	104.33	1.76	-4.76	6.3	0.0
-2.44	1.68	104.25	1.87	-4.42	6.57	0.0
-1.59	1.77	101.8	1.91	-4.38	6.75	0.0
-2.64	1.74	104.28	1.86	-2.48	6.47	0.0
-1.41	2.15	103.55	2.25	-2.04	7.95	0.0
2.02	2.74	105.21	2.95	-4.63	10.58	0.0
-1.0	2.5	101.47	2.67	-14.37	9.54	0.0
-3.02	2.57	106.24	2.74	2.55	9.75	0.0
-2.9	1.87	105.45	2.02	-3.2	7.07	0.0
-1.38	1.98	104.69	2.13	-3.2	7.47	0.0
-1.57	2.79	103.32	3.06	-1.81	10.79	0.0
-2.71	1.89	104.98	2.04	-10.39	7.07	0.0
-7.9	2.43	102.44	2.65	-8.88	9.33	0.0
-7.65	2.17	103.76	2.36	-10.69	8.37	0.0
-3.81	2.48	106.26	2.72	-8.98	9.61	0.0
-1.45	1.75	104.69	1.9	-5.67	6.72	0.0
-2.71	1.94	106.01	2.12	-6.97	7.44	0.0
-3.04	1.81	105.67	1.96	0.72	6.92	0.0
-2.69	2.64	106.05	2.9	7.23	10.29	0.0
-3.1	2.32	106.39	2.53	0.56	9.02	0.0
-2.06	2.25	107.45	2.42	-10.32	8.61	0.0
-3.19	2.55	107.26	2.69	1.48	9.74	0.0
-2.29	2.27	104.57	2.45	-4.21	8.73	0.0
-2.55	2.43	105.69	2.63	-2.96	9.42	0.0
-4.34	1.97	104.94	2.06	-6.6	7.24	0.0
-2.8	1.6	105.55	1.71	-6.37	6.05	0.0
-3.69	1.56	105.63	1.67	-8.13	5.87	0.0
-3.32	1.59	104.55	1.7	-10.34	5.98	0.0
-2.82	1.59	105.21	1.66	-9.88	5.77	0.0
-1.88	1.63	105.99	1.71	-14.63	5.89	0.0
-3.7	1.52	105.69	1.62	-11.21	5.64	0.0
-3.23	1.56	105.4	1.67	-5.83	5.78	0.0
-2.38	1.47	105.89	1.58	-5.6	5.45	1.0
-2.94	1.68	106.87	1.83	-2.87	6.31	1.0
-5.11	2.19	108.27	2.39	3.62	8.29	1.0
-6.03	3.07	107.47	3.39	0.95	12.1	1.0
-1.99	1.62	105.72	1.75	-2.68	6.17	1.0
-1.34	2.06	105.16	2.27	-6.14	8.02	1.0
-0.15	1.49	105.09	1.63	-7.8	5.64	1.0
-1.51	1.78	104.9	1.79	-9.2	6.18	1.0
-0.48	1.25	103.8	1.31	-4.05	4.46	1.0
0.51	1.59	105.02	1.7	-7.47	5.91	1.0
-0.34	1.7	104.65	1.79	-4.26	6.29	1.0
-0.2	1.7	103.31	1.77	-10.66	6.14	1.0
0.92	1.2	103.71	1.29	-5.89	4.38	1.0
3.09	1.96	104.12	1.89	-9.59	6.5	1.0
0.87	2.5	106.59	2.71	-1.36	9.57	0.0
3.56	2.5	106.19	2.77	-8.09	9.81	0.0
1.5	2.42	105.65	2.68	-4.68	9.5	0.0
2.42	1.72	107.15	1.91	-8.99	6.72	0.0
-0.06	2.54	104.56	2.8	-9.04	9.94	0.0
1.67	2.7	104.51	2.98	-5.18	10.59	0.0
2.53	1.94	105.3	2.12	-9.34	7.34	0.0
1.64	1.95	104.85	2.14	-2.93	7.51	0.0
3.32	2.07	107.57	2.22	-0.66	7.9	0.0
0.83	2.0	104.04	2.16	-10.39	7.74	0.0
0.43	1.78	103.05	1.92	-12.79	6.89	0.0
0.45	1.65	103.8	1.77	-8.31	6.28	0.0
-0.36	1.66	103.64	1.78	-6.34	6.33	0.0
-0.46	1.79	104.47	1.93	-2.8	6.81	0.0
-0.22	1.82	105.06	1.92	-7.15	6.82	0.0
1.36	1.82	105.08	1.97	-8.8	6.99	0.0
1.08	2.09	106.63	2.11	-10.59	7.56	0.0
0.82	2.07	105.02	2.26	-9.71	7.93	0.0
1.92	1.83	105.56	1.96	-10.47	7.05	0.0
1.5	1.95	105.66	2.1	-8.49	7.49	0.0
1.43	1.88	105.41	1.99	-14.98	7.26	0.0
0.47	1.73	105.89	1.87	-8.57	6.63	0.0
2.18	2.28	104.5	2.5	-14.75	8.86	0.0
-0.98	2.22	104.77	2.43	-6.67	8.65	0.0
-2.0	2.16	103.93	2.38	-8.36	8.36	0.0
0.13	2.01	105.9	2.21	-10.13	7.78	0.0
-2.1	2.02	103.77	2.22	-10.0	7.82	0.0
3.1	1.89	107.09	2.08	-10.55	7.22	0.0
1.49	2.3	109.02	2.54	-5.95	9.03	0.0
0.73	1.86	107.84	2.07	-1.63	7.18	0.0
1.45	1.7	107.13	1.88	-11.11	6.56	0.0
0.44	1.95	107.07	2.16	5.06	7.57	0.0
-0.96	3.16	108.21	3.5	-7.89	12.54	0.0
-3.11	2.26	106.82	2.52	-12.44	8.92	0.0
0.11	2.25	106.71	2.31	-11.34	8.12	0.0
0.83	2.16	105.29	2.22	-11.71	7.86	0.0
0.82	2.24	106.6	2.27	-7.14	7.98	0.0
1.95	2.58	103.87	2.78	-9.48	9.81	0.0
1.49	2.17	106.11	2.29	-7.45	7.99	0.0
0.18	2.36	105.85	2.63	-15.36	9.3	0.0
-1.64	1.96	107.34	2.18	-14.71	7.62	0.0
-0.28	2.06	109.23	2.31	-8.63	8.09	0.0
0.26	1.85	107.88	2.05	-9.46	7.22	0.0
-0.1	2.52	106.9	2.82	-4.24	10.0	0.0
0.98	1.32	108.21	1.48	-7.18	5.05	0.0
-1.07	1.84	108.28	2.05	-8.21	7.16	0.0
0.13	1.87	107.06	2.06	-13.27	7.35	0.0
-1.0	1.91	107.14	2.12	-9.91	7.53	0.0
-1.15	1.85	106.67	2.05	-13.16	7.28	0.0
-2.49	1.88	108.13	2.11	-17.87	7.45	0.0
-2.77	1.9	106.89	2.08	-13.22	7.32	0.0
-0.94	1.88	108.03	2.03	-11.97	7.26	0.0
-0.33	2.03	107.61	2.19	-11.73	7.78	0.0
-1.25	1.95	107.66	2.11	-12.86	7.51	0.0
-1.9	1.7	106.99	1.81	-13.25	6.47	0.0
-1.32	1.8	107.39	1.87	-11.95	6.71	0.0
-2.7	1.91	107.72	1.99	-9.52	7.09	0.0
-1.84	1.78	108.18	1.85	-6.97	6.62	0.0
-1.66	1.74	108.25	1.88	-13.28	6.65	0.0
-1.39	1.32	108.61	1.38	-14.37	4.86	0.0
-2.53	1.32	108.96	1.36	-15.08	4.77	0.0
-1.73	1.31	108.42	1.34	-12.93	4.66	0.0
-1.89	1.55	107.05	1.63	-11.51	5.75	0.0
-1.54	1.37	107.38	1.42	-18.27	5.0	0.0
-0.16	1.44	109.72	1.5	-14.27	5.14	0.0
-0.91	1.73	107.28	1.81	-11.62	6.42	0.0
-3.24	2.08	108.81	2.19	-14.17	7.89	0.0
-2.46	1.62	108.15	1.7	-20.97	6.04	0.0
-1.7	1.34	107.69	1.42	-12.57	4.91	0.0
-0.13	1.38	109.54	1.46	-10.87	5.04	0.0
-0.77	1.28	107.99	1.35	-11.08	4.57	0.0
-1.15	1.78	108.73	1.93	-11.45	6.76	0.0
-0.21	1.82	109.25	1.96	-9.16	6.9	0.0
0.48	2.47	108.73	2.69	-7.12	9.57	0.0
-0.59	2.13	110.18	2.23	-7.47	7.86	0.0
0.68	2.54	108.95	2.7	-13.21	9.53	0.0
0.66	2.03	110.75	2.13	-12.04	7.61	0.0
-0.83	1.41	109.46	1.48	-14.62	5.11	0.0
0.73	2.6	110.85	2.7	-15.33	9.6	0.0
-0.89	1.99	109.77	2.03	-18.51	7.21	0.0
-1.09	1.99	109.88	2.16	-19.1	7.68	0.0
